date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:48	1179/1179	---M--	200	added ('OK')	image/png	etag:%224ca0747-49b-5320566c58800%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/spanish.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/spanish.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:50	1000/1000	---M--	200	added ('OK')	image/png	etag:%224ca073c-3e8-5320566887f00%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/italy.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/italy.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:52	987/987	---M--	200	added ('OK')	image/png	etag:%224ca0727-3db-5320567211580%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/german.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/german.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:54	545/545	---M--	200	added ('OK')	image/png	etag:%224ca0726-221-53205675e1e80%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/fr.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/fr.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:54	139511/139511	---M--	200	added ('OK')	image/jpeg	etag:%224ca0714-220f7-5605563899180%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg10.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg10.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/css/style.css)
17:32:56	1764/1764	---M--	200	added ('OK')	image/png	etag:%224ca0748-6e4-5320567f6b500%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/usa-flag.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/usa-flag.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:56	420/420	---M--	200	added ('OK')	image/png	etag:%224ca073d-1a4-5320567b9ac00%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/jp.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/jp.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:56	503/503	---M--	200	added ('OK')	image/png	etag:%224ca0732-1f7-5320568524280%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/in.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/in.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:57	50970/50970	---M-Z	200	added ('OK')	text/html	etag:%224ca0872-c71a-581421283b780-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-video.html	bootstraplovers.com/bootstrap4/resto-2.3/html/index-video.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:58	38288/38288	---M-Z	200	added ('OK')	text/html	etag:%224ca0870-9590-5814212df4500-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-parallax-static.html	bootstraplovers.com/bootstrap4/resto-2.3/html/index-parallax-static.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:32:59	32068/32068	---M-Z	200	added ('OK')	text/html	etag:%224ca086f-7d44-5814212fdc980-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-left-canvas.html	bootstraplovers.com/bootstrap4/resto-2.3/html/index-left-canvas.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:00	32069/32069	---M-Z	200	added ('OK')	text/html	etag:%224ca0871-7d45-5814212a23c00-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-right-canvas.html	bootstraplovers.com/bootstrap4/resto-2.3/html/index-right-canvas.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:02	51258/51258	---M-Z	200	added ('OK')	text/html	etag:%224ca086e-c83a-58142131c4e00-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-boxed.html	bootstraplovers.com/bootstrap4/resto-2.3/html/index-boxed.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:02	28283/28283	---M-Z	200	added ('OK')	text/html	etag:%224ca0877-6e7b-5814211528a80-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/menu-simple.html	bootstraplovers.com/bootstrap4/resto-2.3/html/menu-simple.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:03	31115/31115	---M-Z	200	added ('OK')	text/html	etag:%224ca0878-798b-5814211340600-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/menu-tiles.html	bootstraplovers.com/bootstrap4/resto-2.3/html/menu-tiles.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:04	27170/27170	---M-Z	200	added ('OK')	text/html	etag:%224ca0876-6a22-58142118f9380-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/menu-grid.html	bootstraplovers.com/bootstrap4/resto-2.3/html/menu-grid.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:06	28727/28727	---M-Z	200	added ('OK')	text/html	etag:%224ca0869-7037-5814213b4e480-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-rightsidebar.html	bootstraplovers.com/bootstrap4/resto-2.3/html/blog-rightsidebar.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:06	28737/28737	---M-Z	200	added ('OK')	text/html	etag:%224ca0866-7041-58142142ef680-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-leftsidebar.html	bootstraplovers.com/bootstrap4/resto-2.3/html/blog-leftsidebar.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:07	30371/30371	---M-Z	200	added ('OK')	text/html	etag:%224ca0867-76a3-5814214107200-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-masonry.html	bootstraplovers.com/bootstrap4/resto-2.3/html/blog-masonry.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:09	25761/25761	---M-Z	200	added ('OK')	text/html	etag:%224ca0865-64a1-58142144d7b00-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-fullwidth.html	bootstraplovers.com/bootstrap4/resto-2.3/html/blog-fullwidth.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:12	30547/30547	---M-Z	200	added ('OK')	text/html	etag:%224ca0868-7753-5814213f1ed80-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-post.html	bootstraplovers.com/bootstrap4/resto-2.3/html/blog-post.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:13	23576/23576	---M-Z	200	added ('OK')	text/html	etag:%224ca087c-5c18-58142109b6f80-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/reservation.html	bootstraplovers.com/bootstrap4/resto-2.3/html/reservation.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:15	26480/26480	---M-Z	200	added ('OK')	text/html	etag:%224ca0701-6770-58142148a8400-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/about.html	bootstraplovers.com/bootstrap4/resto-2.3/html/about.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:15	23043/23043	---M-Z	200	added ('OK')	text/html	etag:%224ca086d-5a03-58142133ad280-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/gallery.html	bootstraplovers.com/bootstrap4/resto-2.3/html/gallery.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:17	21698/21698	---M-Z	200	added ('OK')	text/html	etag:%224ca086a-54c2-5814213966000-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/contact.html	bootstraplovers.com/bootstrap4/resto-2.3/html/contact.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:18	23071/23071	---M-Z	200	added ('OK')	text/html	etag:%224ca0875-5a1f-5814211cc9c80-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/login-register.html	bootstraplovers.com/bootstrap4/resto-2.3/html/login-register.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:19	23549/23549	---M-Z	200	added ('OK')	text/html	etag:%224ca087a-5bfd-5814210f6fd00-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/page-full-width.html	bootstraplovers.com/bootstrap4/resto-2.3/html/page-full-width.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:21	19096/19096	---M-Z	200	added ('OK')	text/html	etag:%224ca086c-4a98-5814213595700-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/error-404.html	bootstraplovers.com/bootstrap4/resto-2.3/html/error-404.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:22	26684/26684	---M-Z	200	added ('OK')	text/html	etag:%224ca087b-683c-5814210d87880-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/page-left-sidebar.html	bootstraplovers.com/bootstrap4/resto-2.3/html/page-left-sidebar.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:22	28836/28836	---M-Z	200	added ('OK')	text/html	etag:%224ca0880-70a4-581421002d900-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/typography.html	bootstraplovers.com/bootstrap4/resto-2.3/html/typography.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:23	30703/30703	---M-Z	200	added ('OK')	text/html	etag:%224ca086b-77ef-581421377db80-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/elements.html	bootstraplovers.com/bootstrap4/resto-2.3/html/elements.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:24	29825/29825	---M-Z	200	added ('OK')	text/html	etag:%224ca087f-7481-5814210215d80-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/shop-products.html	bootstraplovers.com/bootstrap4/resto-2.3/html/shop-products.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:25	26314/26314	---M-Z	200	added ('OK')	text/html	etag:%224ca087d-66ca-58142107ceb00-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/shop-cart.html	bootstraplovers.com/bootstrap4/resto-2.3/html/shop-cart.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:26	27355/27355	---M-Z	200	added ('OK')	text/html	etag:%224ca087e-6adb-58142105e6680-gzip%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/shop-checkout.html	bootstraplovers.com/bootstrap4/resto-2.3/html/shop-checkout.html	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:39	1990/1990	---M--	200	added ('OK')	application/javascript	etag:%224ca0765-7c6-5813f21d3ba80%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/js/template-custom.js	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/js/template-custom.js	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:33:48	167392/167392	---M--	200	added ('OK')	image/jpeg	etag:%224ca0741-28de0-5326a7b4b2e00%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/m1.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/m1.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index.html)
17:34:04	8901/8901	---M--	200	added ('OK')	application/javascript	etag:%224ca081c-22c5-543b4c18d7200%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/revolution/js/extensions/revolution.extension.actions.min.js	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/revolution/js/extensions/revolution.extension.actions.min.js	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-video.html)
17:34:04	1546/1546	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Mar%202020%2012:34:02%20GMT	http://bootstraplovers.com/bootstrap4/resto-2.3/html/reservation.html.html	bootstraplovers.com/bootstrap4/resto-2.3/html/reservation.html.7e.delayed	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-left-canvas.html)
17:34:20	180893/180893	---M--	200	added ('OK')	image/jpeg	etag:%224ca0749-2c29d-53e37d8bde400%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/video-poster.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/video-poster.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/index-video.html)
17:35:00	364361/364361	---M--	200	added ('OK')	image/jpeg	etag:%224ca071d-58f49-531704aa55280%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg8.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg8.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-rightsidebar.html)
17:35:06	23601/23601	---M--	200	added ('OK')	application/javascript	etag:%224ca075f-5c31-53d85e155e200%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/js/masonry.pkgd.min.js	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/js/masonry.pkgd.min.js	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-masonry.html)
17:35:38	358962/358962	---M--	200	added ('OK')	image/jpeg	etag:%224ca071c-57a32-5317049b12e80%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg7.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg7.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-masonry.html)
17:35:38	175999/175999	---M--	200	added ('OK')	image/png	etag:%224ca0725-2af7f-53e105e4c2280%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/founder.png	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/founder.png	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/about.html)
17:35:38	397237/397237	---M--	200	added ('OK')	image/jpeg	etag:%224ca0718-60fb5-53170450aff00%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg3.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg3.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-masonry.html)
17:35:52	13435/13435	---M--	200	added ('OK')	image/jpeg	etag:%224ca0745-347b-53e26f1aed700%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/paypal.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/paypal.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/shop-checkout.html)
17:36:22	952025/952025	---M--	200	added ('OK')	image/jpeg	etag:%224ca071e-e86d9-5326a58f61e00%22	http://bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg9.jpg	bootstraplovers.com/bootstrap4/resto-2.3/html/assets/images/bg9.jpg	(from http://bootstraplovers.com/bootstrap4/resto-2.3/html/blog-rightsidebar.html)
